talk_id	friend010	friend1019	friend1949	friend4984	friend8495	friend95100
11	Cã chuyÖn g× vËy? Anh ch­a bao giê thÊy mét anh chµng ®Ñp trai?	Nam tö h¸n kh«ng thÓ dÔ dµng khãc víi ng­êi ta!	Khi cßn nhá, Èn n¸u trªn nãc nhµ bµ ngo¹i, nghe bµ ngo¹i kÓ chuyÖn.	T«i nghe nãi cã rÊt nhiÒu kÎ nãi dèi ë ®©y, b¹n ph¶i cÈn thËn oh!	Nh×n k×a! Cã ai ®ã ®ang b¸n diÒu ë ®»ng kia!	T¹i sao nh÷ng ng­êi giµu cã ë ®©y l¹i giµu cã vµ ng­êi nghÌo nghÌo nh­ vËy?
12	B¹n kh«ng bao giê quan t©m ®Õn c¶m xóc cña ng­êi d©n!	Nói xanh kh«ng thay ®æi, n­íc xanh ch¶y dµi, tÊt c¶ mäi ng­êi sö dông lêi t¹m biÖt nµy?	Nh÷ng ®¸m m©y tr¾ng trªn bÇu trêi thùc sù gièng nh­ kÑo dÎo, muèn ¨n mét miÕng!	Bªn kia cã b¸n hå l« ®­êng phÌn, chóng ta còng ®i mua ®i!	ThËt muèn ¨n ch©n cõu n­íng! NghÜ ®Õn liÒn ch¶y n­íc miÕng!	ChŞ ¬i, thiªn ®µng cã thùc sù tån t¹i kh«ng?
13	C« lµ mét ng­êi phô n÷ İch kû!	Tr­íc ®©y t«i th­êng lĞn nh×n c« g¸i bªn c¹nh, c« Êy rÊt ®¸ng yªu.	Gãa phô tr¾ng ë ng«i lµng bªn c¹nh ®· tù s¸t h«m qua.	Mét ngµy ®i nhiÒu ®­êng nh­ vËy, còng ph¶i chó ı nghØ ng¬i!	Ngò §éc Gi¸o nghe nãi mçi ng­êi ®Òu lµ cao thñ dïng ®éc nha!	Kú thËt ta còng rÊt muèn lµm hoµng ®Õ, ha ha!
14	T«i sÏ kh«ng tin anh n÷a!	NÕu b¹n cã thÓ ®i xe buıt, nã sÏ ®­îc tèt nh­ thÕ nµo.	GÊu ®en vµ gÊu x¸m nµo lîi h¹i? C©u tr¶ lêi lµ: Hïm x¸m.	ChŞ ¬i, h«m nay chŞ dËy sím!	Vò khİ trong §­êng M«n ®Òu rÊt kú l¹!	Phô th©n th­êng nãi, giang hå hiÓm ¸c, ph¶i cÈn thËn kh¾p n¬i a!
15	B¹n bÌ tr­íc ®©y nãi r»ng phô n÷ xinh ®Ñp rÊt biÕt lõa dèi, hãa ra lµ sù thËt!	Ta nãi, b¶o kiÕm ph¶i th­êng xuyªn mµi míi cã thÓ s¾c bĞn.	TrÇn ®¹i tÈu l¹i sinh thªm mét ®øa con trai mËp m¹p, thËt sù lµ h¹nh phóc nha!	T«i ®· kh«ng ®­îc h¹nh phóc nh­ vËy trong mét thêi gian dµi!	Gi¸o chñ Minh gi¸o nghe nãi vâ c«ng c¸i thÕ v« song!	Lóc Êy phô th©n muèn d¹y ta vâ c«ng, mÉu th©n rÊt mÊt høng!
16	Trªn trêi r¬i mét c¸i b¸nh lón còng kh«ng tíi phiªn ng­¬i nhÆt, ng­¬i ®õng n»m m¬!	Trong thùc tÕ, tÊt c¶ mäi ng­êi cã rÊt nhiÒu ı t­ëng!	Khi mïa ®«ng ®Õn, n­íc s«ng sÏ ®ãng b¨ng, ph¶i kh«ng?	Vµo mïa ®«ng, chóng ta cã thÓ ®ôc mét lç hæng trªn s«ng ®ãng b¨ng ®Ó c©u c¸, haha!	ChŞ ¬i, chóng ta cã nªn nghÜ ®Õn viÖc t×m mét n¬i ®Ó ®Æt ch©n tr­íc kh«ng?	NÕu bÇu trêi thùc sù r¬i vµo b¸nh lón, nÕu t«i nhÆt ®­îc, t«i sÏ chia cho chŞ g¸i!
17	Anh ®­a t«i ®Õn n¬i ma qu¸i nµy ®Ó lµm g×?	LuyÖn vâ lµ v× c­êng th©n, mµ kh«ng ph¶i dïng ®Ó ®¸nh nhau!	Khi nµo chóng ta cã thÓ bay xung quanh biÓn?	Nghe nãi gÇn ®©y s¬n tÆc rÊt nhiÒu, bÊt qu¸ tû tû kh«ng cÇn sî, cã ta ë ®©y!	Kh«ng biÕt cã ph¶i thËt sù cã thÇn binh lîi khİ hay kh«ng?	ChŞ ¬i, b¶n balla' cña Giang Nam rÊt thó vŞ!
18	T«i nãi cho anh biÕt, ®õng nghÜ gi¶ vê ®èi xö tèt víi t«i!	Oh ~ n¬i cã nói vµ n­íc ph¶i rÊt ®Ñp!	Mçi ng­êi mÑ sÏ nhí con c¸i cña m×nh!	Nhµ §­êng nghe nãi cã rÊt nhiÒu v¨n nh©n nh· sÜ, ®¸ng tiÕc b©y giê ®· thiªn cæ!	Tû tû cã biÕt vâ c«ng lîi h¹i nhÊt lµ g× kh«ng?	Tû tû, v× sao tiÓu th­ nhµ giµu ®Òu ph¶i quÊn ch©n?
19	T«i kh«ng quen thuéc víi anh!	Anh kh«ng cÇn ph¶i lo l¾ng vÒ t«i, h·y suy nghÜ vÒ nh÷ng g× b¹n sÏ lµm g× sau nµy.	Trong thùc tÕ, con rïa ®· lu«n lu«n sèng rÊt æn ®Şnh.	Khi t«i buån, t«i sÏ lu«n lu«n muèn ®i ®Õn bê biÓn, b¹n cã muèn ®i cïng t«i?	Cïng tû tû ®i ra ngoµi lang b¹t, thËt sù lµm cho ta më réng kiÕn thøc!	§ét nhiªn thÊy mét chót l¹nh, em g¸i t«i gióp t«i lÊy quÇn ¸o oh!
20	Anh thËt sù kh«ng s¨n sãc, ai c­íi anh, ai xui xÎo!	¤i, «i! Muçi ghª tëm!	Nh×n k×a, con chim ®ã thËt ®Ñp.	ChŞ g¸i biÕt nh÷ng ®iÒu, thùc sù rÊt nhiÒu ah!	T«i th­êng lµm nh÷ng ®iÒu tèt ®Ñp, nh­ng kh«ng ®Ó l¹i tªn!	Ngµy ®ã ®Õn nhµ TrÇn huyÖn lÖnh ¨n s¬n hµo h¶i vŞ thËt sù khiÕn ng­êi ta hoµi niÖm!
21	T«i kh«ng thÓ ch¨m sãc anh!	Kú thËt vâ c«ng lîi h¹i nhÊt chØ cã ba ch÷, nhanh, ngoan, chuÈn.	Ngµy vµ ®ªm ë ®©y thùc sù rÊt ®Ñp.	GÆp MËn nhá ngµy h«m qua, «ng nãi r»ng con trai «ng ®· ®Çy th¸ng!	H«m nay bµ V­¬ng tÆng t«i hai qu¶ trøng!	ChŞ g¸i ®i ra l©u nh­ vËy, cã nhí nhµ kh«ng?
22	§i l©u nh­ vËy, t«i gÇn nh­ mÖt mái ®Õn chÕt!	Cã vÎ nh­ h«m nay trêi sÏ m­a.	¤ ~~~~~ §· l©u l¾m råi kh«ng ¨n ®­îc h¹t n©u yªu thİch cña t«i!	C¸i Bang tù x­ng lµ thiªn h¹ ®Ö nhÊt ®¹i bang, kh«ng biÕt thËt hay gi¶?	A Ng­u ca bŞ V­¬ng c«ng tö ®¸nh chÕt, tû tû chóng ta thay h¾n b¸o thï ®­îc kh«ng?	Ngµy ®ã ®ang ng· xuèng v¸ch nói, may mµ tû tû cøu ta, b»ng kh«ng...
23	T«i thùc sù hèi hËn v× ®· ra ngoµi víi anh!	Khi ®¸nh qu¸i, tèt nhÊt lµ mang theo mét sè vËt dông khÈn cÊp.	Nghe nãi Ba §Ëu ¨n bông sÏ kh«ng tho¶i m¸i nha!	Nghe nãi ngµy h«m qua m· toµn trong nha m«n ®Òu bŞ ng­êi ®Çu ®éc chÕt!	BÊt qu¸ cã ®«i khi ngÉm l¹i còng ®óng, oan oan t­¬ng b¸o khi nµo!	Qu¶n gia cña L©m l·o gia rÊt thÕ lùc, thËt sù lµ cÈu û nh©n thÕ a!
24	§õng c­êi víi t«i, t«i nghiªm tóc b©y giê!	NÕu anh ghĞt t«i, lµm ¬n ph¶i cho t«i biÕt.	LuyÖn vâ lµ v× c­êng th©n, mµ kh«ng ph¶i dïng ®Ó ®¸nh nhau!	M¾t thÊy mÆt trêi s¾p lÆn, chóng ta cïng nhau ®i ng¾m hoµng h«n ®­îc kh«ng?	Ch¼ng lÏ tû tû còng kh«ng v× ®¹i sù chung th©n cña m×nh suy nghÜ sao?	Con trai cña thİm Tr­¬ng h«m tr­íc ra biÓn ®¸nh c¸, nghe nãi thuyÒn bŞ thæi lËt!
25	Kh«ng thİch ng­êi ta ë tai ta rosso!	Wow, b©y giê t«i ph¸t hiÖn ra r»ng b¹n ®ang r¸m n¾ng.	Khô ~ ho ~ bŞ bÖnh thùc sù khã chŞu!	Hoµng h«n lµ v« h¹n tèt, chØ gÇn hoµng h«n!	ChŞ g¸i t«i mÆc quÇn ¸o ngµy h«m nay rÊt ®Ñp!	Trong thùc tÕ, t«i rÊt muèn t×m hiÓu ®Ó nÊu ¨n, häc tËp ®Ó tù m×nh nÊu ¨n cho chŞ g¸i ¨n!
26	Nh×n bé d¹ng buån bùc cña anh k×a, sao con g¸i ®Òu thİch nh­ vËy?	Môc ®ång c­ìi trªn l­ng con tr©u vµng, cã chót muèn nh×n bé d¸ng tøc giËn cña hoµng ng­u.	T«i t×m thÊy b¹n ®· kh«ng mua quÇn ¸o trong mét thêi gian dµi!	Cã thÓ ë l¹i víi chŞ g¸i t«i, t«i rÊt h¹nh phóc!	Nh×n k×a, th­ sinh ®ã ®ang nh×n chŞ g¸i m×nh!	T¹i sao rÊt nhiÒu ng­êi ®ang thi cö?
27	Kh«ng cã viÖc g× th× ®i thªu hoa v©n v©n, ®õng ®Õn lµm phiÒn ta?	¤å, ®au bông.	Mïa ®«ng ®ang ®Õn, mïa xu©n sÏ kh«ng xa!	§­êng thÊy bÊt b×nh, rót ®ao t­¬ng trî míi lµ anh hïng ch©n chİnh!	ChŞ ¬i, chŞ ®· tÆng mÑ chång t«i trøng cho chŞ ¨n!	C«ng danh lîi léc, vinh hoa phó quı, thËt sù mª ng­êi nh­ vËy sao?
28	Nãi cho anh biÕt, ®Ó l¹i cho anh, t«i sÏ kh«ng cã ı tø quyÕn luyÕn!	¢m thÇm, l¼ng lÆng, nh­ vËy míi dÔ ngñ th«i.	H·y yªn t©m, t«i sÏ b¶o vÖ b¹n!	ChŞ g¸i ph¶i trë thµnh mét n÷ hiÖp næi tiÕng!	Kh¸ch DuyÖt Lai nghe nãi bŞ mét ®¸m v« l¹i ®Ëp ph¸!	Kú thËt b×nh an chİnh lµ phóc, tû tû ng­¬i nãi ®óng kh«ng?
29	Lµm ng­êi ®õng lóc nµo còng ®¹o ®øc gi¶ nh­ vËy!	NÕu r¶nh rçi, b¹n còng ¨n mÆc nã.	Anh nªn tin vµo søc m¹nh cña t«i!	Vâ c«ng cña tû tû gÇn ®©y l¹i tiÕn bé kh«ng İt nha!	ThiÖn cã thiÖn b¸o, ng­êi tèt nh­ tû tû nhÊt ®Şnh sÏ cã b¸o tèt!	§èi víi t«i, mçi ngµy cã ¨n, cã thÓ nh×n thÊy em g¸i t«i, t«i rÊt h¹nh phóc!
30	Ng­¬i ®i d­¬ng quan ®¹o cña ng­¬i, ta ®i qua c©y cÇu ®éc méc cña ta!	T¹i sao ng­êi ®µn «ng ®ã cã thÓ ®­îc cá vµ c¾m trong lÜnh vùc nµy?	C¸i g×? cña gia ®×nh Aron ®· sinh ra mét con trai n¨m ch©n?	§ªm qua kh«ng cã ng«i sao, kh«ng biÕt em g¸i t«i ®· t×m thÊy nã!	Nghe thuyÕt minh gi¸o muèn thèng nhÊt toµn bé vâ l©m, ng­¬i c¶m thÊy cã thÓ sao?	Trong thùc tÕ, t«i còng cã tham väng lín, nh­ng xÊu hæ ®Ó nãi ra!
31	Cã lÏ chóng t«i sÏ v« thêi h¹n, t«i thùc sù h¹nh phóc!	T«i ®· tõng lµm thÕ víi anh, anh kh«ng phiÒn!	Hahaha ~~~~~~~~~~~~~~~~~~~~~~~~~~	Xem thiªn v¨n thùc sù lµ mét lo¹i häc tËp!	H«m qua t«i quan s¸t bÇu trêi, nh­ng ®ã lµ nh÷ng ®¸m m©y ®en, t«i biÕt h«m nay trêi sÏ m­a!	M×nh c­ìi ngùa qu¸ mÖt mái, hay lµ ngåi xe ngùa tho¶i m¸i, tû tû nãi xem?
32	T«i ®ang tù hái lµm thÕ nµo ®Ó tho¸t khái b¹n mçi ngµy!	§«i khi nghÜ vÒ nã, trªn thùc tÕ, cuéc sèng còng rÊt ng¾n ngñi!	A¸nh m¾t thËt chãi m¾t!	Kú M«n §én Gi¸p nghe nãi thø nµy lµ th­¬ng triÒu liÒn ph¸t hiÖn!	Nghe nãi ngñ kh«ng ngon sÏ lµm cho lµn da trë nªn tåi tÖ h¬n oh, chŞ g¸i ph¶i chó ı!	Ai ®ã sÏ lµm tæn th­¬ng em g¸i t«i, t«i sÏ tuyÖt väng víi anh ta!
33	D­êng nh­ víi t«i r»ng b¹n ®· trë thµnh g¸nh nÆng cña t«i!	Vâ thuËt cña b¹n b©y giê lµ kh«ng thÓ ah, ®Ó thùc hµnh th­êng xuyªn!	Tay nghÒ cña thî rÌn TrÇn nghe nãi rÊt tèt!	Khi cßn nhá lu«n thİch ch¹y lªn ®Ønh nói, sau ®ã nh×n xa la ã.	Wow, miÖng cña t«i ¨n nh÷ng thø bÈn thØu, hu ~ ~ ~ ~ ~ ~ ~	ThŞ trÊn nµy ®Õn tèi vÉn rÊt n¸o nhiÖt nha!
34	H¶o nam nhi chİ ë bèn ph­¬ng, ng­¬i ®õng c¶n trë ta!	§«i khi b¹n sÏ cho t«i thªm tù do!	Hæ thùc sù kh«ng dÔ dµng lµm tæn th­¬ng ng­êi kh¸c!	Kh«ng xong, vµnh m¾t cña t«i lµm sao ®en, sÏ kh«ng tróng ®éc chø.	Thiªn tµi vµ Dung Tµi cã g× kh¸c nhau? Kú thËt chØ kh¸c mét ch÷ th«i!	Chóng t«i ®· ®i xa nh­ vËy, hiÕm khi cã mét thŞ trÊn nhá n¸o nhiÖt nh­ vËy!
35	Ng­¬i ®õng nghÜ ë kh¾p n¬i tr«ng lo l¾ng cho ta, ng­¬i kh«ng ®­îc!	B¹n ph¶i ¨n nhiÒu rau vµ tr¸i c©y h¬n ®Ó b¹n kh«ng trë nªn bĞo h¬n!	H·y cÈn thËn víi r¾n ®éc khi ë trong rõng!	Tay chŞ th¬m ngon nha.	Oa oa ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	Trong nhiÒu ngµy, chóng t«i ®· kh«ng ®­îc nh­ vËy tho¶i m¸i!
36	Nãi cho ng­¬i biÕt, khãc còng v« dông, ®õng nghÜ khãc ta sÏ mÒm lßng!	Vâ c«ng cña ng­¬i cßn ch­a luyÖn ®Õn nhµ, sao cã thÓ yªn t©m ng­¬i mét m×nh hµnh tÈu giang hå!	Khi giÕt qu¸i, ngµn v¹n lÇn ph¶i cÈn thËn, ®õng ®Ó ta lo l¾ng!	T«i nhí tr­íc ®©y khi t«i ë nhµ, t«i còng cã mét con thá tr¾ng nhá!	ChŞ ¬i, nghe nãi b­ím còng cã mét truyÒn thuyÕt ®Ñp, chŞ biÕt kh«ng?	Lang b¹t giang hå ngoµi næi tiÕng, chóng ta cßn ®ang theo ®uæi c¸i g×?
37	Anh thËt sù lµ mét ng­êi tµn nhÉn!	T«i kh«ng biÕt lµm ng­êi, haha ~~~	Bµi h¸t cña b¹n lµ rÊt tèt!	Tû tû còng ®ang nghÜ ®Õn Lang Qu©n Nh­ Yı ®i!	LŞch l·m giang hå trong kho¶ng thêi gian nµy lµm cho chóng ta ®Òu tr­ëng thµnh nha!	Mäi ng­êi tuy r»ng ®Òu kh«ng ph¶i rÊt giµu cã, nh­ng l¹i rÊt ®ång lßng, kh«ng biÕt tû tû ph¸t hiÖn ra hay kh«ng?
38	Anh ®ang l·ng phİ thêi gian cña t«i!	Võa nãi liÒn kh« miÖng, cã n­íc uèng kh«ng?	Kü n¨ng cê vua cña b¹n ®· tiÕn bé rÊt nhiÒu oh!	Chóa ¬i! §ã lµ... §ã lµ... Nµy, ®õng lo l¾ng nh­ vËy!	Sím biÕt h«m nay kh«ng mÆc nhiÒu nh­ vËy, nãng chÕt t«i oh!	ChŞ g¸i t«i cã thÓ d¹y t«i biÕt nhiÒu tõ h¬n khi c« r¶nh rçi kh«ng?
39	Nµy! T«i nãi t«i ®ãi, anh cã nghe thÊy kh«ng!	Than «i ~ ®Çu t«i b¾t ®Çu ®au mét lÇn n÷a!	Nh©n tiÖn, anh vÏ ®­îc kh«ng?	A khãc ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	T«i nghÜ råi, sau nµy ph¶i nghe lêi tû tû!	Ngµy mai chóng ta còng sÏ ra biÓn, ®­îc chø?
40	§i d¹o xung quanh c¶ ngµy, b¹n cã mÖt mái hay kh«ng!	C­êi, b¹n ®· kh«ng c­êi trong mét thêi gian dµi!	Ngµy h«m ®ã nh×n thÊy ng­êi b¹n ®êi thêi th¬ Êu cña t«i, b©y giê còng kÕt h«n víi mét ng­êi vî!	Tû tû, V­¬ng l·o Ngò cã ph¶i nãi nh÷ng ng­êi kh«ng c­íi ®­îc vî hay kh«ng?	So víi giäng h¸t cña chŞ g¸i, chŞ sÏ dÔ nghe h¬n!	Mïa ®«ng ë phİa b¾c lµ rÊt l¹nh, nh­ng mét thÕ giíi tuyÕt tr¾ng, rÊt ®Ñp!
41	Anh kh«ng c¶m nhËn ®­îc c¶m gi¸c cña t«i sao?	Nh©n tiÖn, víi anh qu¸ l©u, anh ch­a bao giê h¸t cho t«i nghe!	Uèng nhiÒu n­íc h¬n, v× vËy nã kh«ng ph¶i lµ dÔ dµng ®Ó bŞ bÖnh!	§©y lµ con trai cña t«i víi r¬m r¹, b¹n cã thÊy tèt?	LuyÖn vâ tÊt nhiªn lµ träng yÕu, th©n thÓ kháe m¹nh quan träng h¬n!	Tû tû, nghÜ kt sau khi lui Èn giang hå sÏ ®i ®©u sao?
42	Nh­ vËy ®èi víi ng­¬i ®· tİnh lµ kh¸ch khİ råi!	Kú thËt rÊt nhiÒu chuyÖn nghÜ th«ng suèt, còng kh«ng c¶m thÊy cã c¸i g×!	T«i kh«ng thİch uèng r­îu, nã sÏ lµm cho t«i ®au ®Çu!	Kinh thµnh nghe nãi rÊt lín, kh«ng biÕt tû tû ®· tõng ®i qua ch­a?	Haha, trªn thùc tÕ, t«i h¸t còng rÊt dÔ nghe oh, b¹n cã muèn nghe kh«ng?	Em g¸i t«i thİch lo¹i con trai nµo?
43	Mçi ngµy ph¶i ®èi mÆt víi b¹n, thùc sù lµm cho t«i khã chŞu!	Anh chŞ em cã anh chŞ em nµo kh«ng?	B¹n cã th­êng xuyªn ®i b¸i PhËt kh«ng?	B©y giê lµm quan ®Òu rÊt xÊu!	B©y giê cã rÊt nhiÒu th­¬ng nh©n tõ n¬i kh¸c kinh doanh trë vÒ ®Òu gÆp ph¶i s¬n tÆc!	ChŞ cã nghÜ lµ mÖt mái kh«ng, ®Ó t«i pha cho chŞ mét t¸ch trµ!
44	§æi l¹i t«i lµ anh, t«i ®· tù s¸t!	NÕu t«i cã thÓ bay, t«i kh«ng cÇn ph¶i ®i cïng b¹n trªn nhiÒu con ®­êng!	Hoµng ®Õ thËt sù cã nhiÒu con d©u nh­ vËy sao?	H«m qua v­¬ng viªn ngo¹i gia bŞ ®¹o tÆc!	Tin tøc cña C¸i Bang nghe nãi lµ linh th«ng nhÊt, cã nhu cÇu kh«ng ng¹i cã thÓ t×m bän hä!	Vßng tay cña tû tû, sÏ kh«ng kh«ng cÈn thËn lµm mÊt ®i chø!
45	Anh thùc sù kh«ng biÕt m×nh ®· lµm g× sai sao sao?	§«i khi ph¶i chó ı ®Õn khu«n mÆt cña hä sau ®©y oh!	ThËt kh«ng tin §Ò v­¬ng cã ng­êi nãi tµn nhÉn nh­ vËy!	Tû tû nÕu muèn mét m×nh ®i vâ l©m, cßn ph¶i cµng thªm cè g¾ng míi ®­îc nha!	T«i th­êng tù hái em g¸i t«i sÏ thİch g×?	Gi¸ nh­ t«i cã vò khİ tèt h¬n!
46	T«i t×m thÊy nã thùc sù khã kh¨n ®Ó giao tiÕp víi b¹n!	C« g¸i gia ®×nh c¶ ngµy hung d÷, kh«ng ®¸ng yªu chót nµo!	ThËt ra, t«i ghĞt chiÕn tranh!	Wow, l¸ rông vµo mïa thu thùc sù lµ mét c¶nh quan ®Ñp!	TruyÒn thuyÕt kÓ r»ng cã mét lo¹i kim tµm b¶o gi¸p ®ao th­¬ng bÊt nhËp, kh«ng biÕt cã ph¶i lµ thËt hay kh«ng?	Tø ®¹i Ph¸p V­¬ng minh gi¸o nghe nãi ®Òu cã vò khİ rÊt lîi h¹i nha!
47	Khu«n mÆt cña b¹n lµ xÊu xİ nh­ m­íp ®¾ng!	Wow, tr¸i c©y lín, cho t«i?	Mét t­íng c«ng thµnh v¹n cèt kh«, ng­¬i cã biÕt ı g× kh«ng?	Haha, t«i t×m thÊy mét c¸i g× ®ã thó vŞ mét lÇn n÷a, nh­ng kh«ng cho b¹n biÕt!	C¸ ¨n trong kh¸ch s¹n ngµy h«m qua thùc sù kh«ng t­¬i oh!	Tû tû ng­¬i c­ nhiªn sÏ sî sÊm sĞt, ha ha!
48	B¹n cã thùc sù kh«ng biÕt r»ng khu«n mÆt t­¬i c­êi chµo ®ãn mäi ng­êi lµ mét lo¹i lŞch sù?	Cã mét ng­êi mÑ chång muèn b¨ng qua s«ng, anh sÏ gióp c« Êy chø?	Anh cã ®ãi kh«ng?	Cã mét con s©u trong qu¶ lª lµ mét ®iÒu rÊt b×nh th­êng!	ChŞ ¬i, chŞ cã mÖt mái víi nh÷ng ngµy ®¸nh nhau giÕt chÕt kh«ng?	ChŞ ¬i, chŞ ®· kh«ng mua quÇn ¸o míi trong mét thêi gian dµi råi!
49	§õng lµm gi¸n ®o¹n suy nghÜ cña t«i!	T«i thùc sù cã mét c¸i g× ®ã sî h·i, nh­ng kh«ng nãi víi b¹n!	Lµm thÕ nµo vÒ chóng ta ®i c©u c¸ bªn bê s«ng?	Khi nÊu m×, ®Æt mét İt ít thùc sù lµ kh¸ tèt!	Chê ta kiÕm ®ñ tiÒn, nhÊt ®Şnh mua cho mÑ ta mét c¨n nhµ lín ë!	ViÕt th¬ tõ ca phó trong thêi gian r¶nh rçi còng rÊt tèt oh!
