TitleName	TitleId	Color	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo
Kim §¹i t­íng	98	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TuyÓn thñ vâ l©m lÇn 2	99	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Binh sÜ 	100	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HiÖu óy 	101	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Thèng LÜnh 	102	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Phã t­íng 	103	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
§¹i t­íng 	104	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Vâ L©m §Ö NhÊt Bang	105	"236,73,242"	107	0	0	0	0	0	0	0	0	0	0	0	0	0	
Vâ L©m §Ö NhÊt Bang	106	"236,73,242"	108	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n ThiÕu L©m ®¹i héi Vâ L©m lÇn 2	107	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n Thiªn V­¬ng ®¹i héi Vâ L©m lÇn 2	108	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n §­êng M«n ®¹i héi Vâ L©m lÇn 2	109	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n Ngò §éc ®¹i héi Vâ L©m lÇn 2	110	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n Nga Mi ®¹i héi Vâ L©m lÇn 2	111	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n Thóy Yªn ®¹i héi Vâ L©m lÇn 2	112	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n C¸i Bang ®¹i héi Vâ L©m lÇn 2	113	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n Thiªn NhÉn ®¹i héi Vâ L©m lÇn 2	114	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n Vâ §ang ®¹i héi Vâ L©m lÇn 2	115	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n C«n Lu©n ®¹i héi Vâ L©m lÇn 2	116	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n ThiÕu L©m ®¹i héi Vâ L©m lÇn 2	117	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n Thiªn V­¬ng ®¹i héi Vâ L©m lÇn 2	118	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n §­êng M«n ®¹i héi Vâ L©m lÇn 2	119	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n Ngò §éc ®¹i héi Vâ L©m lÇn 2	120	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n Nga Mi ®¹i héi Vâ L©m lÇn 2	121	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n Thóy Yªn ®¹i héi Vâ L©m lÇn 2	122	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n C¸i Bang ®¹i héi Vâ L©m lÇn 2	123	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n Thiªn NhÉn ®¹i héi Vâ L©m lÇn 2	124	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n Vâ §ang ®¹i héi Vâ L©m lÇn 2	125	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n C«n Lu©n ®¹i héi Vâ L©m lÇn 2	126	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n ThiÕu L©m ®¹i héi Vâ L©m lÇn 2	127	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n Thiªn V­¬ng ®¹i héi Vâ L©m lÇn 2	128	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n §­êng M«n ®¹i héi Vâ L©m lÇn 2	129	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n Ngò §éc ®¹i héi Vâ L©m lÇn 2	130	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n Nga Mi ®¹i héi Vâ L©m lÇn 2	131	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n Thóy Yªn ®¹i héi Vâ L©m lÇn 2	132	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n C¸i Bang ®¹i héi Vâ L©m lÇn 2	133	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n Thiªn NhÉn ®¹i héi Vâ L©m lÇn 2	134	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n Vâ §ang ®¹i héi Vâ L©m lÇn 2	135	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n C«n Lu©n ®¹i héi Vâ L©m lÇn 2	136	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n song ®Êu ®¹i héi Vâ L©m lÇn 2	137	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n song ®Êu ®¹i héi Vâ L©m lÇn 2	138	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n song ®Êu ®¹i héi Vâ L©m lÇn 2	139	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n chiÕn ®éi ngò hµnh ®¹i héi Vâ L©m lÇn 2	140	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n chiÕn ®éi ngò hµnh ®¹i héi Vâ L©m lÇn 2	141	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n chiÕn ®éi ngò hµnh ®¹i héi Vâ L©m lÇn 2	142	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n ChiÕn ®éi thËp toµn ®¹i héi Vâ L©m lÇn 2	143	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n ChiÕn ®éi thËp toµn ®¹i héi Vâ L©m lÇn 2	144	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n ChiÕn ®éi thËp toµn ®¹i héi Vâ L©m lÇn 2	145	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n tam ®Êu ®¹i héi Vâ L©m lÇn 2	146	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n tam ®Êu ®¹i héi Vâ L©m lÇn 2	147	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n tam ®Êu ®¹i héi Vâ L©m lÇn 2	148	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
Qu¸n qu©n chiÕn ®éi server ®¹i héi Vâ L©m lÇn 2	149	"236,73,242"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n chiÕn ®éi server ®¹i héi Vâ L©m lÇn 2	150	"236,73,242"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	
TÕ qu©n chiÕn ®éi server ®¹i héi Vâ L©m lÇn 2	151	"236,73,242"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
ThËp ®¹i cao thñ vâ l©m	152	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Th¸i thó Ph­îng T­êng	153	"236,73,242"	107	0	0	0	0	0	0	0	0	0	0	0	0	0	
Th¸i thó Thµnh §«	154	"236,73,242"	107	0	0	0	0	0	0	0	0	0	0	0	0	0	
Th¸i thó §¹i Lı	155	"236,73,242"	107	0	0	0	0	0	0	0	0	0	0	0	0	0	
Th¸i thó BiÖn Kinh	156	"236,73,242"	85	642	0	0	0	0	0	0	0	0	0	0	0	0	
Th¸i thó T­¬ng D­¬ng	157	"236,73,242"	107	0	0	0	0	0	0	0	0	0	0	0	0	0	
Th¸i thó D­¬ng Ch©u	158	"236,73,242"	107	0	0	0	0	0	0	0	0	0	0	0	0	0	
Th¸i thó L©m An	159	"236,73,242"	85	636	0	0	0	0	0	0	0	0	0	0	0	0	
Méng long v« ¶nh thÇn ch­ëng	160	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Phôc ma hé quèc thÇn binh	161	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tø kh«ng kim ®ao hé ph¸p	162	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
KÕ nghiÖp kim th­¬ng b¸o quèc	163	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
H¸m thiªn tÕ thÕ thÇn chïy	164	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ngù long cuång ®ao b¸ kh¸ch	165	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
V« yÓm thanh ®¨ng hång nhan	166	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
V« gi¸n kiÕm tr¶m t×nh t¬	167	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Thª phông phong vò cöu thiªn	168	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bİch h¶i tuyÖt thÕ khuynh thµnh	169	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
U long ®éc bé vâ l©m	170	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Minh hoan hoµnh ®ao ®o¹t mÖnh	171	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
B¨ng hµn nh©n nghÜa v« song	172	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Thiªn quang v¹n hoa ®o¹t hån	173	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
S©m hoang thiªn lı tuyÖt s¸t	174	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
§ång cõu long gi¸ng tø h¶i	175	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
§Şch kh¸i c«n t¶o bÊt b×nh	176	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ma s¸t thiªn diÖm chiÕn háa	177	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ma phÖ xİch nhËt mª t×nh	178	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
L¨ng nh¹c khİ qu¸n tr­êng kh«ng	179	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
CËp phong ®¹o cèt tiªn phong	180	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
S­¬ng tinh phong khiÕu tuyÕt vò	181	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
L«i khung diÖt ma thÇn l«i	182	"236,73,242"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
Chiªu Vâ HiÖu óy	183	"236,73,242"	0	0	0	0	830	2	0	0	0	0	0	0	0	0	
Vò L©m Trung Lang T­íng	184	"236,73,242"	0	0	0	0	831	4	0	0	0	0	0	0	0	0	
Phiªu m· ®¹i t­íng qu©n	185	"236,73,242"	0	0	0	0	832	6	0	0	0	0	0	0	0	0	
An Bang §¹i T­íng Qu©n	186	"236,73,242"	0	0	0	0	833	8	0	0	0	0	0	0	0	0	
§Şnh Quèc Nguyªn So¸i	187	"236,73,242"	0	0	0	0	834	10	0	0	0	0	0	0	0	0	
Vâ L©m Minh Chñ	188	"236,73,242"	107	0	0	0	0	0	0	0	0	0	0	0	0	0	
Thiªn H¹ §Ö NhÊt Bang	189	"236,73,242"	145	0	0	0	0	0	0	0	0	0	0	0	0	0	
§Ö NhÊt KiÕm	190	"236,73,242"	151	0	0	0	0	0	0	0	0	0	0	0	0	0	
Top 10 anh hïng cña t×nh yªu kiÕm sÜ	191	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ThËp ®¹i cao thñ vâ l©m	192	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nhµ v« ®Şch cña cuéc thi ®éi dŞch vô khu vùc mïa hÌ Jianwang 2008	193	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n cuéc thi ®éi dŞch vô khu vùc mïa hÌ 2008 Jianwang	194	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸ qu©n ®éi m¸y chñ quËn mïa hÌ 2008 Jianwang	195	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Thèng ®èc qu©n Tèng	196	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
L·nh chóa cña ®éi qu©n vµng	197	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Siªu CÊp §Ö NhÊt Bang	198	"236,73,242"	157	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cao CÊp §Ö NhÊt Bang	199	"236,73,242"	158	0	0	0	0	0	0	0	0	0	0	0	0	0	
Vâ l©m liªn ®Êu Qu¸n qu©n	200	"236,73,242"	84	0	0	0	967	5	968	20	0	0	0	0	0	0	
Vâ l©m liªn ®Êu ¸ qu©n	201	"236,73,242"	81	0	0	0	967	4	968	10	0	0	0	0	0	0	
Vâ l©m liªn ®Êu h¹ng 3	202	"236,73,242"	83	0	0	0	967	3	968	10	0	0	0	0	0	0	
Vâ l©m liªn ®Êu h¹ng t­ 	203	"236,73,242"	82	0	0	0	967	2	968	10	0	0	0	0	0	0	
Vâ l©m liªn ®Êu Qu¸n qu©n	204	"236,73,242"	84	0	0	0	967	5	969	5	0	0	0	0	0	0	
Vâ l©m liªn ®Êu ¸ qu©n	205	"236,73,242"	81	0	0	0	967	4	969	3	0	0	0	0	0	0	
Vâ l©m liªn ®Êu h¹ng 3	206	"236,73,242"	83	0	0	0	967	3	969	3	0	0	0	0	0	0	
Vâ l©m liªn ®Êu h¹ng t­ 	207	"236,73,242"	82	0	0	0	967	2	969	3	0	0	0	0	0	0	
vâ s­	208	"236,73,242"	145	0	0	0	830	2	0	0	0	0	0	0	0	0	
